,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
58461,FAM72C,NW_003871055.3,NM_001287385,NM_001287385.1
58462,FAM72C,NW_003871055.3,NM_001346068,NM_001346068.1
58463,SRGAP2D,NW_003871055.3,NR_120535,NR_120535.1
58464,LOC101060524,NW_003871055.3,NR_111000,NR_111000.1
58465,PPIAL4E,NW_003871055.3,NM_001144032,NM_001144032.2
58466,RNVU1-15,NW_003871055.3,NR_104076,NR_104076.1
58467,NBPF15,NW_003871055.3,NM_001170755,NM_001170755.2
58468,NBPF15,NW_003871055.3,NM_173638,NM_173638.4
58469,PPIAL4F,NW_003871055.3,NM_001164262,NM_001164262.2
58470,LOC101927429,NW_003871055.3,NR_136328,NR_136328.1
58471,DRD5P2,NW_003871055.3,NR_111001,NR_111001.1
58472,LOC645166,NW_003871055.3,NR_027355,NR_027355.2
58473,LOC645166,NW_003871055.3,NR_027356,NR_027356.2
58474,LOC645166,NW_003871055.3,NR_027354,NR_027354.2
58475,SRGAP2B,NW_003871055.3,NM_001330684,NM_001330684.1
58476,SRGAP2B,NW_003871055.3,NM_001271870,NM_001271870.2
58477,FAM72D,NW_003871055.3,NR_144320,NR_144320.1
58478,FAM72D,NW_003871055.3,NM_001345942,NM_001345942.1
58479,FAM72D,NW_003871055.3,NM_207418,NM_207418.2
58480,LOC100996741,NW_003871055.3,NM_001348152,NM_001348152.1
58481,LOC103091866,NW_003871055.3,NR_111955,NR_111955.1
58482,LOC103091866,NW_003871055.3,NR_111956,NR_111956.1
58483,LOC103091866,NW_003871055.3,NR_111958,NR_111958.1
58484,LOC103091866,NW_003871055.3,NR_111954,NR_111954.1
58485,LOC103091866,NW_003871055.3,NR_111957,NR_111957.1
58486,PPIAL4D,NW_003871055.3,NM_001164261,NM_001164261.1
58487,RNVU1-14,NW_003871055.3,NR_104075,NR_104075.1
58488,NBPF20,NW_003871055.3,NM_001278267,NM_001278267.1
58489,NBPF25P,NW_003871055.3,NR_104217,NR_104217.1
58490,GPR89A,NW_003871055.3,NM_001097613,NM_001097613.2
58491,GPR89A,NW_003871055.3,NR_036541,NR_036541.1
58492,GPR89A,NW_003871055.3,NM_001097612,NM_001097612.1
58493,PDZK1,NW_003871055.3,NM_001201326,NM_001201326.1
58494,PDZK1,NW_003871055.3,NM_001201325,NM_001201325.1
58495,PDZK1,NW_003871055.3,NM_002614,NM_002614.4
58496,CD160,NW_003871055.3,NM_007053,NM_007053.3
58497,CD160,NW_003871055.3,NR_103845,NR_103845.1
58498,RNF115,NW_003871055.3,NM_014455,NM_014455.3
58499,POLR3C,NW_003871055.3,NM_006468,NM_006468.7
58500,POLR3C,NW_003871055.3,NM_001303456,NM_001303456.1
58501,NUDT17,NW_003871055.3,NM_001012758,NM_001012758.2
58502,PIAS3,NW_003871055.3,NM_006099,NM_006099.3
58503,MIR6736,NW_003871055.3,NR_106794,NR_106794.1
58504,ANKRD35,NW_003871055.3,NM_001280799,NM_001280799.1
58505,ANKRD35,NW_003871055.3,NM_144698,NM_144698.4
58506,ITGA10,NW_003871055.3,NM_001303041,NM_001303041.1
58507,ITGA10,NW_003871055.3,NM_001303040,NM_001303040.1
58508,ITGA10,NW_003871055.3,NM_003637,NM_003637.4
58509,PEX11B,NW_003871055.3,NR_073491,NR_073491.1
58510,PEX11B,NW_003871055.3,NR_073492,NR_073492.1
58511,PEX11B,NW_003871055.3,NM_003846,NM_003846.2
58512,PEX11B,NW_003871055.3,NM_001184795,NM_001184795.1
58513,PEX11B,NW_003871055.3,NR_073493,NR_073493.2
58514,GNRHR2,NW_003871055.3,NR_002328,NR_002328.4
58515,GNRHR2,NW_003871055.3,NR_104034,NR_104034.1
58516,GNRHR2,NW_003871055.3,NR_104033,NR_104033.1
58517,RBM8A,NW_003871055.3,NM_005105,NM_005105.4
58518,LIX1L,NW_003871055.3,NM_153713,NM_153713.2
58519,ANKRD34A,NW_003871055.3,NM_001039888,NM_001039888.3
58520,POLR3GL,NW_003871055.3,NM_032305,NM_032305.2
58521,POLR3GL,NW_003871055.3,NM_001330685,NM_001330685.1
58522,TXNIP,NW_003871055.3,NM_006472,NM_006472.5
58523,TXNIP,NW_003871055.3,NM_001313972,NM_001313972.1
58524,HFE2,NW_003871055.3,NM_213652,NM_213652.3
58525,HFE2,NW_003871055.3,NM_202004,NM_202004.3
58526,HFE2,NW_003871055.3,NM_145277,NM_145277.4
58527,HFE2,NW_003871055.3,NM_001316767,NM_001316767.1
58528,HFE2,NW_003871055.3,NM_213653,NM_213653.3
58529,RNVU1-6,NW_003871055.3,NR_104085,NR_104085.1
58530,LINC01719,NW_003871055.3,NR_125967,NR_125967.1
58531,LINC01719,NW_003871055.3,NR_125968,NR_125968.1
58532,NBPF10,NW_003871055.3,NM_001039703,NM_001039703.5
58533,NBPF10,NW_003871055.3,NM_001302371,NM_001302371.1
58534,NOTCH2NL,NW_003871055.3,NM_203458,NM_203458.4
58535,NUDT4P2,NW_003871055.3,NR_104005,NR_104005.1
58536,CH17-408M7.1,NW_003871055.3,NR_120328,NR_120328.1
58537,HYDIN2,NW_003871055.3,NR_103556,NR_103556.1
58538,NBPF12,NW_003871055.3,NM_001278141,NM_001278141.1
58539,LOC728989,NW_003871055.3,NR_024442,NR_024442.2
58540,RNVU1-8,NW_003871055.3,NR_121645,NR_121645.1
58541,NBPF13P,NW_003871055.3,NR_103466,NR_103466.1
58542,PRKAB2,NW_003871055.3,NR_103870,NR_103870.1
58543,PRKAB2,NW_003871055.3,NR_103871,NR_103871.1
58544,PRKAB2,NW_003871055.3,NM_005399,NM_005399.4
58545,PDIA3P1,NW_003871055.3,NR_002305,NR_002305.1
58546,FMO5,NW_003871055.3,NM_001144829,NM_001144829.2
58547,FMO5,NW_003871055.3,NM_001461,NM_001461.3
58548,FMO5,NW_003871055.3,NM_001144830,NM_001144830.2
58549,CHD1L,NW_003871055.3,NM_004284,NM_004284.4
58550,CHD1L,NW_003871055.3,NR_046070,NR_046070.1
58551,CHD1L,NW_003871055.3,NM_024568,NM_024568.2
58552,CHD1L,NW_003871055.3,NM_001256336,NM_001256336.1
58553,CHD1L,NW_003871055.3,NM_001256337,NM_001256337.1
58554,CHD1L,NW_003871055.3,NM_001256338,NM_001256338.1
58555,LINC00624,NW_003871055.3,NR_038423,NR_038423.2
58556,BCL9,NW_003871055.3,NM_004326,NM_004326.3
58557,ACP6,NW_003871055.3,NM_001323625,NM_001323625.1
58558,ACP6,NW_003871055.3,NR_136635,NR_136635.1
58559,ACP6,NW_003871055.3,NR_136633,NR_136633.1
58560,ACP6,NW_003871055.3,NR_136636,NR_136636.1
58561,ACP6,NW_003871055.3,NR_136634,NR_136634.1
58562,ACP6,NW_003871055.3,NM_016361,NM_016361.4
58563,GJA5,NW_003871055.3,NM_005266,NM_005266.6
58564,GJA5,NW_003871055.3,NM_181703,NM_181703.3
58565,GJA8,NW_003871055.3,NM_005267,NM_005267.4
58566,GPR89B,NW_003871055.3,NM_016334,NM_016334.3
58567,PDZK1P1,NW_003871055.3,NR_111936,NR_111936.1
58568,RNVU1-7,NW_003871055.3,NR_004426,NR_004426.2
58569,NBPF11,NW_003871055.3,NR_110864,NR_110864.1
58570,NBPF11,NW_003871055.3,NM_183372,NM_183372.5
58571,NBPF11,NW_003871055.3,NR_046188,NR_046188.3
58572,NBPF11,NW_003871055.3,NM_001101663,NM_001101663.4
58573,LOC100505824,NW_003871055.3,NR_135559,NR_135559.1
58574,LOC101927468,NW_003871055.3,NR_120331,NR_120331.1
58575,MIR5087,NW_003871055.3,NR_049810,NR_049810.1
58576,RNVU1-1,NW_003871055.3,NR_104082,NR_104082.1
58577,MIR6077,NW_003871055.3,NR_106967,NR_106967.1
58578,LOC100132057,NW_003871055.3,NR_111930,NR_111930.1
58579,RNVU1-3,NW_003871055.3,NR_104081,NR_104081.1
58580,LINC01138,NW_003871055.3,NR_104014,NR_104014.2
58581,LINC01138,NW_003871055.3,NR_027468,NR_027468.3
58582,PPIAL4G,NW_003871055.3,NM_001123068,NM_001123068.1
58583,NBPF14,NW_003871055.3,NM_015383,NM_015383.2
58584,NUDT4P1,NW_003871055.3,NR_002212,NR_002212.4
58585,PDE4DIP,NW_003871055.3,NM_022359,NM_022359.5
58586,PDE4DIP,NW_003871055.3,NM_001198832,NM_001198832.2
58587,PDE4DIP,NW_003871055.3,NM_001195260,NM_001195260.1
58588,PDE4DIP,NW_003871055.3,NM_001195261,NM_001195261.1
58589,PDE4DIP,NW_003871055.3,NM_014644,NM_014644.5
58590,PDE4DIP,NW_003871055.3,NM_001198834,NM_001198834.3
58591,PDE4DIP,NW_003871055.3,NM_001002812,NM_001002812.2
58592,PDE4DIP,NW_003871055.3,NM_001002810,NM_001002810.3
58593,PDE4DIP,NW_003871055.3,NM_001002811,NM_001002811.2
58594,NBPF9,NW_003871055.3,NM_001037675,NM_001037675.3
58595,NBPF9,NW_003871055.3,NM_001277444,NM_001277444.1
58596,PPIAL4C,NW_003871055.3,NM_001135789,NM_001135789.3
58597,LINC00869,NW_003871055.3,NR_111950,NR_111950.1
58598,LINC00869,NW_003871055.3,NR_111952,NR_111952.1
58599,LINC00869,NW_003871055.3,NR_111951,NR_111951.1
58600,LINC00869,NW_003871055.3,NR_111953,NR_111953.1
58601,FAM231D,NW_003871055.3,NM_001348147,NM_001348147.1
58602,FAM231D,NW_003871055.3,NR_145442,NR_145442.1
58603,HIST2H2BF,NW_003871055.3,NM_001161334,NM_001161334.1
58604,HIST2H2BF,NW_003871055.3,NM_001024599,NM_001024599.4
58605,FCGR1A,NW_003871055.3,NM_000566,NM_000566.3
58606,HIST2H3D,NW_003871055.3,NM_001123375,NM_001123375.2
58607,HIST2H4A,NW_003871055.3,NM_003548,NM_003548.2
58608,HIST2H3C,NW_003871055.3,NM_021059,NM_021059.2
58609,HIST2H2AA3,NW_003871055.3,NM_003516,NM_003516.2
58610,HIST2H2BC,NW_003871055.3,NR_036461,NR_036461.1
58611,HIST2H2AA4,NW_003871055.3,NM_001040874,NM_001040874.1
58612,HIST2H3A,NW_003871055.3,NM_001005464,NM_001005464.2
58613,HIST2H4B,NW_003871055.3,NM_001034077,NM_001034077.4
58614,HIST2H2BE,NW_003871055.3,NM_003528,NM_003528.2
58615,HIST2H2AC,NW_003871055.3,NM_003517,NM_003517.2
58616,HIST2H2AB,NW_003871055.3,NM_175065,NM_175065.2
58617,BOLA1,NW_003871055.3,NM_001321026,NM_001321026.1
58618,BOLA1,NW_003871055.3,NM_001321025,NM_001321025.1
58619,BOLA1,NW_003871055.3,NM_016074,NM_016074.4
58620,SV2A,NW_003871055.3,NM_001328675,NM_001328675.1
58621,SV2A,NW_003871055.3,NM_001328674,NM_001328674.1
58622,SV2A,NW_003871055.3,NM_014849,NM_014849.4
58623,SV2A,NW_003871055.3,NM_001278719,NM_001278719.1
58624,SF3B4,NW_003871055.3,NM_005850,NM_005850.4
58625,MTMR11,NW_003871055.3,NM_001145862,NM_001145862.1
58626,MTMR11,NW_003871055.3,NM_181873,NM_181873.3
58627,OTUD7B,NW_003871055.3,NM_020205,NM_020205.3
58628,VPS45,NW_003871055.3,NM_007259,NM_007259.4
58629,VPS45,NW_003871055.3,NM_001279353,NM_001279353.1
58630,VPS45,NW_003871055.3,NM_001279354,NM_001279354.1
58631,VPS45,NW_003871055.3,NR_103998,NR_103998.1
58632,VPS45,NW_003871055.3,NM_001279355,NM_001279355.1
58633,PLEKHO1,NW_003871055.3,NM_001304722,NM_001304722.1
58634,PLEKHO1,NW_003871055.3,NM_001304724,NM_001304724.1
58635,PLEKHO1,NW_003871055.3,NM_016274,NM_016274.5
58636,PLEKHO1,NW_003871055.3,NM_001304723,NM_001304723.1
58637,LOC105371433,NW_003871055.3,NR_135098,NR_135098.1
58638,ANP32E,NW_003871055.3,NM_001136478,NM_001136478.3
58639,ANP32E,NW_003871055.3,NM_001280560,NM_001280560.1
58640,ANP32E,NW_003871055.3,NM_001280559,NM_001280559.1
58641,ANP32E,NW_003871055.3,NM_030920,NM_030920.4
58642,ANP32E,NW_003871055.3,NM_001136479,NM_001136479.2
58643,CA14,NW_003871055.3,NM_012113,NM_012113.2
58644,APH1A,NW_003871055.3,NR_045034,NR_045034.1
58645,APH1A,NW_003871055.3,NM_001243771,NM_001243771.1
58646,APH1A,NW_003871055.3,NM_001243772,NM_001243772.1
58647,APH1A,NW_003871055.3,NR_045033,NR_045033.1
58648,APH1A,NW_003871055.3,NR_045035,NR_045035.1
58649,APH1A,NW_003871055.3,NM_001077628,NM_001077628.2
58650,APH1A,NW_003871055.3,NM_016022,NM_016022.3
58651,C1orf54,NW_003871055.3,NM_001301039,NM_001301039.1
58652,C1orf54,NW_003871055.3,NM_001301040,NM_001301040.1
58653,C1orf54,NW_003871055.3,NM_024579,NM_024579.3
58654,C1orf54,NW_003871055.3,NM_001301042,NM_001301042.1
58655,C1orf54,NW_003871055.3,NM_001301041,NM_001301041.1
58656,CIART,NW_003871055.3,NM_144697,NM_144697.3
58657,CIART,NW_003871055.3,NM_001300838,NM_001300838.1
58658,CIART,NW_003871055.3,NM_001300839,NM_001300839.1
58659,CIART,NW_003871055.3,NM_001300840,NM_001300840.1
58660,CIART,NW_003871055.3,NM_001300841,NM_001300841.1
58661,MRPS21,NW_003871055.3,NM_018997,NM_018997.3
58662,MRPS21,NW_003871055.3,NM_031901,NM_031901.5
58663,PRPF3,NW_003871055.3,NM_004698,NM_004698.2
58664,RPRD2,NW_003871055.3,NM_015203,NM_015203.4
58665,RPRD2,NW_003871055.3,NM_001297673,NM_001297673.1
58666,RPRD2,NW_003871055.3,NM_001297674,NM_001297674.1
58667,INTS3,NW_003315905.1,NM_023015,NM_023015.4
58668,INTS3,NW_003315905.1,NM_001324475,NM_001324475.1
58669,SLC27A3,NW_003315905.1,NM_024330,NM_024330.1
58670,SLC27A3,NW_003315905.1,NM_001317929,NM_001317929.1
58671,LOC343052,NW_003315905.1,NR_126565,NR_126565.1
58672,GATAD2B,NW_003315905.1,NM_020699,NM_020699.3
58673,MTX1,NW_003315906.1,NM_002455,NM_002455.4
58674,MTX1,NW_003315906.1,NM_198883,NM_198883.3
58675,GBAP1,NW_003315906.1,NR_002188,NR_002188.3
58676,GBA,NW_003315906.1,NM_001171811,NM_001171811.1
58677,GBA,NW_003315906.1,NM_001005742,NM_001005742.2
58678,GBA,NW_003315906.1,NM_001005741,NM_001005741.2
58679,GBA,NW_003315906.1,NM_000157,NM_000157.3
58680,GBA,NW_003315906.1,NM_001171812,NM_001171812.1
58681,FAM189B,NW_003315906.1,NM_198264,NM_198264.1
58682,FAM189B,NW_003315906.1,NM_001267608,NM_001267608.1
58683,FAM189B,NW_003315906.1,NM_006589,NM_006589.2
58684,SCAMP3,NW_003315906.1,NM_052837,NM_052837.2
58685,SCAMP3,NW_003315906.1,NM_005698,NM_005698.3
58686,CLK2,NW_003315906.1,NM_001294339,NM_001294339.1
58687,CLK2,NW_003315906.1,NM_003993,NM_003993.3
58688,CLK2,NW_003315906.1,NM_001294338,NM_001294338.1
58689,HCN3,NW_003315906.1,NM_020897,NM_020897.2
58690,HCN3,NW_003315906.1,NR_073074,NR_073074.1
58691,PKLR,NW_003315906.1,NM_000298,NM_000298.5
58692,PKLR,NW_003315906.1,NM_181871,NM_181871.3
58693,ATP6V1G3,NW_003315907.1,NM_133262,NM_133262.2
58694,ATP6V1G3,NW_003315907.1,NM_001320218,NM_001320218.1
58695,ATP6V1G3,NW_003315907.1,NM_133326,NM_133326.1
58696,PTPRC,NW_003315907.1,NM_002838,NM_002838.4
58697,PTPRC,NW_003315907.1,NM_080921,NM_080921.3
58698,PTPRC,NW_003315907.1,NM_001267798,NM_001267798.1
58699,PTPRC,NW_003315907.1,NR_052021,NR_052021.1
58700,LOC103021295,NW_004070863.1,NR_110982,NR_110982.2
58701,CTSE,NW_003871057.1,NM_001317331,NM_001317331.1
58702,CTSE,NW_003871057.1,NM_148964,NM_148964.2
58703,CTSE,NW_003871057.1,NM_001910,NM_001910.3
58704,C1orf186,NW_003871057.1,NM_001007544,NM_001007544.3
58705,AVPR1B,NW_003871057.1,NM_000707,NM_000707.3
58706,FAM72A,NW_003871057.1,NM_001317901,NM_001317901.1
58707,FAM72A,NW_003871057.1,NR_134239,NR_134239.1
58708,FAM72A,NW_003871057.1,NM_001123168,NM_001123168.2
58709,SRGAP2,NW_003871057.1,NM_015326,NM_015326.4
58710,SRGAP2,NW_003871057.1,NM_001170637,NM_001170637.3
58711,SRGAP2,NW_003871057.1,NM_001300952,NM_001300952.1
58712,IKBKE,NW_003871057.1,NM_014002,NM_014002.3
58713,IKBKE,NW_003871057.1,NM_001193322,NM_001193322.1
58714,IKBKE,NW_003871057.1,NM_001193321,NM_001193321.1
58715,MIR6769B,NW_003871057.1,NR_106919,NR_106919.1
58716,RASSF5,NW_003871057.1,NM_182663,NM_182663.3
58717,RASSF5,NW_003871057.1,NM_182664,NM_182664.3
58718,RASSF5,NW_003871057.1,NM_182665,NM_182665.3
58719,EIF2D,NW_003871057.1,NM_001201478,NM_001201478.1
58720,EIF2D,NW_003871057.1,NM_006893,NM_006893.2
58721,DYRK3,NW_003871057.1,NM_001004023,NM_001004023.1
58722,DYRK3,NW_003871057.1,NM_003582,NM_003582.2
58723,MAPKAPK2,NW_003871057.1,NM_004759,NM_004759.4
58724,MAPKAPK2,NW_003871057.1,NM_032960,NM_032960.3
58725,LINC01348,NW_004070865.1,NR_027454,NR_027454.2
58726,LYPD8,NW_003315903.1,NM_001085474,NM_001085474.1
58727,LYPD8,NW_003315903.1,NM_001291283,NM_001291283.1
58728,CRIM1,NW_003315908.1,NM_016441,NM_016441.2
58729,LOC100288911,NW_003315908.1,NR_037631,NR_037631.1
58730,TGFA,NW_004504299.1,NM_001099691,NM_001099691.2
58731,TGFA,NW_004504299.1,NM_003236,NM_003236.3
58732,TGFA,NW_004504299.1,NM_001308159,NM_001308159.1
58733,TGFA,NW_004504299.1,NM_001308158,NM_001308158.1
58734,TGFA-IT1,NW_004504299.1,NR_046798,NR_046798.1
58735,ADD2,NW_004504299.1,NM_001617,NM_001617.3
58736,ADD2,NW_004504299.1,NM_017488,NM_017488.3
58737,ADD2,NW_004504299.1,NM_001185054,NM_001185054.1
58738,ADD2,NW_004504299.1,NM_001185055,NM_001185055.1
58739,ADD2,NW_004504299.1,NM_017482,NM_017482.3
58740,FIGLA,NW_004504299.1,NM_001004311,NM_001004311.3
58741,CLEC4F,NW_004504299.1,NM_001321308,NM_001321308.1
58742,CLEC4F,NW_004504299.1,NM_001258027,NM_001258027.1
58743,CLEC4F,NW_004504299.1,NM_173535,NM_173535.2
58744,CD207,NW_004504299.1,NM_015717,NM_015717.4
58745,LINC01143,NW_004504299.1,NR_126384,NR_126384.1
58746,VAX2,NW_004504299.1,NM_012476,NM_012476.2
58747,ATP6V1B1,NW_004504299.1,NM_001692,NM_001692.3
58748,ATP6V1B1-AS1,NW_004504299.1,NR_110274,NR_110274.1
58749,ATP6V1B1-AS1,NW_004504299.1,NR_110273,NR_110273.1
58750,ANKRD53,NW_004504299.1,NM_024933,NM_024933.3
58751,ANKRD53,NW_004504299.1,NM_001115116,NM_001115116.1
58752,TEX261,NW_004504299.1,NM_144582,NM_144582.2
58753,OR7E91P,NW_004504299.1,NR_002185,NR_002185.3
58754,LOC100133920,NW_003571032.1,NR_024443,NR_024443.3
58755,FAM95A,NW_003571032.1,NR_038409,NR_038409.1
58756,ANKRD20A8P,NW_003571032.1,NR_003366,NR_003366.2
58757,LOC442028,NW_003571032.1,NR_037597,NR_037597.1
58758,TEKT4,NW_003571032.1,NM_001286559,NM_001286559.1
58759,TEKT4,NW_003571032.1,NM_144705,NM_144705.3
58760,KIF5C,NW_003571033.2,NM_004522,NM_004522.2
58761,KIF5C,NW_003571033.2,NR_111932,NR_111932.1
58762,NOSTRIN,NW_003315909.1,NM_001039724,NM_001039724.3
58763,NOSTRIN,NW_003315909.1,NM_001171631,NM_001171631.1
58764,NOSTRIN,NW_003315909.1,NM_052946,NM_052946.3
58765,NOSTRIN,NW_003315909.1,NM_001171632,NM_001171632.1
58766,SPC25,NW_003315909.1,NM_020675,NM_020675.3
58767,G6PC2,NW_003315909.1,NM_021176,NM_021176.2
58768,G6PC2,NW_003315909.1,NM_001081686,NM_001081686.1
58769,ABCB11,NW_003315909.1,NM_003742,NM_003742.2
58770,LINC01881,NW_003571031.1,NR_130700,NR_130700.1
58771,LINC01881,NW_003571031.1,NR_130699,NR_130699.1
58772,LINC01881,NW_003571031.1,NR_130701,NR_130701.1
58773,LINC01881,NW_003571031.1,NR_130702,NR_130702.1
58774,TAMM41,NW_003871060.1,NR_135609,NR_135609.1
58775,TAMM41,NW_003871060.1,NM_001321295,NM_001321295.1
58776,TAMM41,NW_003871060.1,NM_001321294,NM_001321294.1
58777,TAMM41,NW_003871060.1,NR_104314,NR_104314.1
58778,TAMM41,NW_003871060.1,NM_001284401,NM_001284401.1
58779,TAMM41,NW_003871060.1,NM_138807,NM_138807.3
58780,TAMM41,NW_003871060.1,NR_135611,NR_135611.1
58781,TAMM41,NW_003871060.1,NR_135610,NR_135610.1
58782,GNAI2,NW_003871059.1,NM_001282617,NM_001282617.1
58783,GNAI2,NW_003871059.1,NM_001282619,NM_001282619.1
58784,GNAI2,NW_003871059.1,NM_001282620,NM_001282620.1
58785,GNAI2,NW_003871059.1,NM_002070,NM_002070.3
58786,GNAI2,NW_003871059.1,NM_001282618,NM_001282618.1
58787,GNAI2,NW_003871059.1,NM_001166425,NM_001166425.1
58788,SEMA3B-AS1,NW_003871059.1,NR_110702,NR_110702.1
58789,SEMA3B,NW_003871059.1,NM_004636,NM_004636.3
58790,SEMA3B,NW_003871059.1,NM_001005914,NM_001005914.2
58791,SEMA3B,NW_003871059.1,NM_001290060,NM_001290060.1
58792,SEMA3B,NW_003871059.1,NM_001290061,NM_001290061.1
58793,SEMA3B,NW_003871059.1,NM_001290062,NM_001290062.1
58794,SEMA3B,NW_003871059.1,NM_001290063,NM_001290063.1
58795,SEMA3B,NW_003871059.1,NR_110697,NR_110697.1
58796,MIR6872,NW_003871059.1,NR_106932,NR_106932.1
58797,LSMEM2,NW_003871059.1,NM_153215,NM_153215.2
58798,LSMEM2,NW_003871059.1,NM_001304385,NM_001304385.1
58799,IFRD2,NW_003871059.1,NM_006764,NM_006764.4
58800,HYAL3,NW_003871059.1,NM_001200032,NM_001200032.1
58801,HYAL3,NW_003871059.1,NM_001200031,NM_001200031.1
58802,HYAL3,NW_003871059.1,NM_001200030,NM_001200030.1
58803,HYAL3,NW_003871059.1,NM_003549,NM_003549.3
58804,HYAL3,NW_003871059.1,NM_001200029,NM_001200029.1
58805,NAT6,NW_003871059.1,NM_012191,NM_012191.3
58806,NAT6,NW_003871059.1,NM_001200016,NM_001200016.1
58807,NAT6,NW_003871059.1,NM_001200018,NM_001200018.1
58808,HYAL1,NW_003871059.1,NM_153281,NM_153281.1
58809,HYAL1,NW_003871059.1,NM_153285,NM_153285.2
58810,HYAL1,NW_003871059.1,NM_153283,NM_153283.2
58811,HYAL1,NW_003871059.1,NM_153282,NM_153282.2
58812,HYAL1,NW_003871059.1,NM_033159,NM_033159.3
58813,HYAL1,NW_003871059.1,NR_047690,NR_047690.1
58814,HYAL2,NW_003871059.1,NM_003773,NM_003773.4
58815,HYAL2,NW_003871059.1,NM_033158,NM_033158.4
58816,TUSC2,NW_003871059.1,NM_007275,NM_007275.2
58817,RASSF1,NW_003871059.1,NM_170713,NM_170713.2
58818,RASSF1,NW_003871059.1,NM_170712,NM_170712.2
58819,RASSF1,NW_003871059.1,NM_007182,NM_007182.4
58820,RASSF1,NW_003871059.1,NM_170714,NM_170714.1
58821,RASSF1,NW_003871059.1,NM_001206957,NM_001206957.1
58822,DOCK3,NW_003315910.1,NM_004947,NM_004947.4
58823,MANF,NW_003315910.1,NM_006010,NM_006010.5
58824,RBM15B,NW_003315910.1,NM_013286,NM_013286.4
58825,DCAF1,NW_003315910.1,NM_001171904,NM_001171904.1
58826,DCAF1,NW_003315910.1,NM_014703,NM_014703.2
58827,RAD54L2,NW_003315910.1,NM_001322253,NM_001322253.1
58828,RAD54L2,NW_003315910.1,NM_015106,NM_015106.3
58829,PRKCD,NW_004775426.1,NM_006254,NM_006254.3
58830,PRKCD,NW_004775426.1,NM_212539,NM_212539.1
58831,PRKCD,NW_004775426.1,NM_001316327,NM_001316327.1
58832,TKT,NW_004775426.1,NM_001135055,NM_001135055.2
58833,TKT,NW_004775426.1,NR_047580,NR_047580.1
58834,TKT,NW_004775426.1,NM_001064,NM_001064.3
58835,TKT,NW_004775426.1,NM_001258028,NM_001258028.1
58836,DCP1A,NW_004775426.1,NM_001290207,NM_001290207.1
58837,DCP1A,NW_004775426.1,NM_001290206,NM_001290206.1
58838,DCP1A,NW_004775426.1,NM_001290204,NM_001290204.1
58839,DCP1A,NW_004775426.1,NM_018403,NM_018403.6
58840,DCP1A,NW_004775426.1,NM_001290205,NM_001290205.1
58841,DNAH12,NW_003315911.1,NM_001291661,NM_001291661.1
58842,MIR548BB,NW_003871058.1,NR_128708,NR_128708.1
58843,SLC25A26,NW_003315912.1,NM_173471,NM_173471.3
58844,SLC25A26,NW_003315912.1,NM_001164796,NM_001164796.1
58845,SLC25A26,NW_003315912.1,NR_028475,NR_028475.1
58846,AADACL2,NW_003315913.1,NM_207365,NM_207365.3
58847,AADACL2-AS1,NW_003315913.1,NR_110202,NR_110202.1
58848,AADACL2-AS1,NW_003315913.1,NR_110203,NR_110203.1
58849,ZNF595,NW_004775427.1,NM_001286054,NM_001286054.1
58850,ZNF595,NW_004775427.1,NM_182524,NM_182524.3
58851,ZNF595,NW_004775427.1,NM_001286052,NM_001286052.1
58852,ZNF595,NW_004775427.1,NM_001286053,NM_001286053.1
58853,ZNF718,NW_004775427.1,NR_110527,NR_110527.1
58854,ZNF718,NW_004775427.1,NR_110528,NR_110528.1
58855,ZNF718,NW_004775427.1,NM_001289930,NM_001289930.1
58856,ZNF718,NW_004775427.1,NM_001039127,NM_001039127.5
58857,ZNF718,NW_004775427.1,NR_110529,NR_110529.1
58858,ZNF718,NW_004775427.1,NM_001289931,NM_001289931.1
58859,ZNF876P,NW_004775427.1,NR_027481,NR_027481.1
58860,ZNF732,NW_004775427.1,NM_001137608,NM_001137608.1
58861,ZNF141,NW_004775427.1,NM_003441,NM_003441.2
58862,MIR571,NW_004775427.1,NR_030297,NR_030297.1
58863,ABCA11P,NW_004775427.1,NR_002451,NR_002451.2
58864,ZNF721,NW_004775427.1,NM_133474,NM_133474.3
58865,PIGG,NW_004775427.1,NM_001345991,NM_001345991.1
58866,PIGG,NW_004775427.1,NR_144329,NR_144329.1
58867,PIGG,NW_004775427.1,NM_001345989,NM_001345989.1
58868,PIGG,NW_004775427.1,NM_001127178,NM_001127178.2
58869,PIGG,NW_004775427.1,NM_001345990,NM_001345990.1
58870,PIGG,NW_004775427.1,NM_001289052,NM_001289052.1
58871,PIGG,NW_004775427.1,NM_001289051,NM_001289051.1
58872,PIGG,NW_004775427.1,NM_001289053,NM_001289053.1
58873,PIGG,NW_004775427.1,NM_001345987,NM_001345987.1
58874,PIGG,NW_004775427.1,NM_001345986,NM_001345986.1
58875,PIGG,NW_004775427.1,NM_001289057,NM_001289057.1
58876,PIGG,NW_004775427.1,NR_144326,NR_144326.1
58877,PIGG,NW_004775427.1,NR_144331,NR_144331.1
58878,PIGG,NW_004775427.1,NR_144334,NR_144334.1
58879,PIGG,NW_004775427.1,NM_001289055,NM_001289055.1
58880,PIGG,NW_004775427.1,NM_017733,NM_017733.4
58881,PIGG,NW_004775427.1,NR_144332,NR_144332.1
58882,PIGG,NW_004775427.1,NR_144328,NR_144328.1
