,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
42114,RIMBP3,NC_000022.10,NM_015672,NM_015672.1
42115,ZNF74,NC_000022.10,NM_003426,NM_003426.3
42116,ZNF74,NC_000022.10,NM_001256523,NM_001256523.1
42117,ZNF74,NC_000022.10,NM_001256524,NM_001256524.1
42118,ZNF74,NC_000022.10,NM_001256525,NM_001256525.1
42119,SCARF2,NC_000022.10,NM_182895,NM_182895.4
42120,SCARF2,NC_000022.10,NM_153334,NM_153334.6
42121,KLHL22,NC_000022.10,NM_032775,NM_032775.3
42122,MED15,NC_000022.10,NM_001003891,NM_001003891.2
42123,MED15,NC_000022.10,NM_015889,NM_015889.4
42124,MED15,NC_000022.10,NM_001293234,NM_001293234.1
42125,MED15,NC_000022.10,NM_001293236,NM_001293236.1
42126,MED15,NC_000022.10,NM_001293235,NM_001293235.1
42127,MED15,NC_000022.10,NM_001293237,NM_001293237.1
42128,PI4KA,NC_000022.10,NM_058004,NM_058004.3
42129,SERPIND1,NC_000022.10,NM_000185,NM_000185.3
42130,SNAP29,NC_000022.10,NM_004782,NM_004782.3
42131,CRKL,NC_000022.10,NM_005207,NM_005207.3
42132,AIFM3,NC_000022.10,NM_144704,NM_144704.2
42133,AIFM3,NC_000022.10,NM_001018060,NM_001018060.2
42134,AIFM3,NC_000022.10,NM_001146288,NM_001146288.1
42135,LZTR1,NC_000022.10,NM_006767,NM_006767.3
42136,THAP7,NC_000022.10,NM_001008695,NM_001008695.1
42137,THAP7,NC_000022.10,NM_030573,NM_030573.2
42138,P2RX6,NC_000022.10,NM_001159554,NM_001159554.1
42139,P2RX6,NC_000022.10,NM_005446,NM_005446.3
42140,SLC7A4,NC_000022.10,NM_004173,NM_004173.2
42141,LRRC74B,NC_000022.10,NM_001291006,NM_001291006.1
42142,RIMBP3B,NC_000022.10,NM_001128635,NM_001128635.1
42143,HIC2,NC_000022.10,NM_015094,NM_015094.2
42144,TMEM191C,NC_000022.10,NM_001207052,NM_001207052.1
42145,RIMBP3C,NC_000022.10,NM_001128633,NM_001128633.1
42146,UBE2L3,NC_000022.10,NM_001256355,NM_001256355.1
42147,UBE2L3,NC_000022.10,NM_003347,NM_003347.3
42148,UBE2L3,NC_000022.10,NM_001256356,NM_001256356.1
42149,YDJC,NC_000022.10,NM_001017964,NM_001017964.1
42150,CCDC116,NC_000022.10,NM_152612,NM_152612.2
42151,CCDC116,NC_000022.10,NM_001331066,NM_001331066.1
42152,SDF2L1,NC_000022.10,NM_022044,NM_022044.2
42153,PPIL2,NC_000022.10,NM_014337,NM_014337.3
42154,PPIL2,NC_000022.10,NM_001317996,NM_001317996.1
42155,PPIL2,NC_000022.10,NM_148175,NM_148175.2
42156,PPIL2,NC_000022.10,NM_148176,NM_148176.2
42157,YPEL1,NC_000022.10,NM_013313,NM_013313.4
42158,MAPK1,NC_000022.10,NM_002745,NM_002745.4
42159,MAPK1,NC_000022.10,NM_138957,NM_138957.3
42160,PPM1F,NC_000022.10,NM_014634,NM_014634.3
42161,TOP3B,NC_000022.10,NM_001282113,NM_001282113.1
42162,TOP3B,NC_000022.10,NM_001282112,NM_001282112.1
42163,TOP3B,NC_000022.10,NM_003935,NM_003935.4
42164,RSPH14,NC_000022.10,NM_014433,NM_014433.2
42165,GNAZ,NC_000022.10,NM_002073,NM_002073.2
42166,RAB36,NC_000022.10,NM_004914,NM_004914.3
42167,BCR,NC_000022.10,NM_004327,NM_004327.3
42168,BCR,NC_000022.10,NM_021574,NM_021574.2
42169,IGLL1,NC_000022.10,NM_152855,NM_152855.2
42170,IGLL1,NC_000022.10,NM_020070,NM_020070.3
42171,DRICH1,NC_000022.10,NM_016449,NM_016449.3
42172,RGL4,NC_000022.10,NM_001329424,NM_001329424.1
42173,RGL4,NC_000022.10,NM_153615,NM_153615.1
42174,RGL4,NC_000022.10,NM_001329425,NM_001329425.1
42175,ZNF70,NC_000022.10,NM_021916,NM_021916.3
42176,VPREB3,NC_000022.10,NM_013378,NM_013378.2
42177,C22orf15,NC_000022.10,NM_001331041,NM_001331041.1
42178,C22orf15,NC_000022.10,NM_182520,NM_182520.2
42179,CHCHD10,NC_000022.10,NM_213720,NM_213720.2
42180,CHCHD10,NC_000022.10,NM_001301339,NM_001301339.1
42181,MMP11,NC_000022.10,NM_005940,NM_005940.4
42182,SMARCB1,NC_000022.10,NM_003073,NM_003073.4
42183,SMARCB1,NC_000022.10,NM_001317946,NM_001317946.1
42184,SMARCB1,NC_000022.10,NM_001007468,NM_001007468.2
42185,DERL3,NC_000022.10,NM_001135751,NM_001135751.1
42186,DERL3,NC_000022.10,NM_001002862,NM_001002862.2
42187,DERL3,NC_000022.10,NM_198440,NM_198440.3
42188,SLC2A11,NC_000022.10,NM_030807,NM_030807.4
42189,SLC2A11,NC_000022.10,NM_001024938,NM_001024938.3
42190,SLC2A11,NC_000022.10,NM_001282864,NM_001282864.1
42191,SLC2A11,NC_000022.10,NM_001024939,NM_001024939.3
42192,MIF,NC_000022.10,NM_002415,NM_002415.1
42193,GSTT2B,NC_000022.10,NM_001080843,NM_001080843.3
42194,DDTL,NC_000022.10,NM_001084393,NM_001084393.1
42195,DDT,NC_000022.10,NM_001355,NM_001355.3
42196,DDT,NC_000022.10,NM_001084392,NM_001084392.1
42197,LOC391322,NC_000022.10,NM_001144931,NM_001144931.1
42198,GSTT1,NC_000022.10,NM_001293814,NM_001293814.1
42199,GSTT1,NC_000022.10,NM_001293809,NM_001293809.1
42200,GSTT1,NC_000022.10,NM_001293808,NM_001293808.1
42201,GSTT1,NC_000022.10,NM_001293810,NM_001293810.1
42202,GSTT1,NC_000022.10,NM_001293813,NM_001293813.1
42203,GSTT1,NC_000022.10,NM_001293811,NM_001293811.1
42204,GSTT1,NC_000022.10,NM_001293812,NM_001293812.1
42205,GSTT1,NC_000022.10,NM_000853,NM_000853.3
42206,GSTT1,NC_000022.10,NM_001293807,NM_001293807.1
42207,CABIN1,NC_000022.10,NM_012295,NM_012295.3
42208,CABIN1,NC_000022.10,NM_001201429,NM_001201429.1
42209,CABIN1,NC_000022.10,NM_001199281,NM_001199281.1
42210,SUSD2,NC_000022.10,NM_019601,NM_019601.3
42211,GGT5,NC_000022.10,NM_001302465,NM_001302465.1
42212,GGT5,NC_000022.10,NM_001099782,NM_001099782.2
42213,GGT5,NC_000022.10,NM_001302464,NM_001302464.1
42214,GGT5,NC_000022.10,NM_004121,NM_004121.3
42215,GGT5,NC_000022.10,NM_001099781,NM_001099781.2
42216,SPECC1L,NC_000022.10,NM_015330,NM_015330.4
42217,SPECC1L,NC_000022.10,NM_001145468,NM_001145468.3
42218,SPECC1L,NC_000022.10,NM_001254732,NM_001254732.2
42219,SPECC1L,NC_000022.10,NM_001254733,NM_001254733.1
42220,ADORA2A,NC_000022.10,NM_001278500,NM_001278500.1
42221,ADORA2A,NC_000022.10,NM_000675,NM_000675.5
42222,ADORA2A,NC_000022.10,NM_001278499,NM_001278499.1
42223,ADORA2A,NC_000022.10,NM_001278497,NM_001278497.1
42224,ADORA2A,NC_000022.10,NM_001278498,NM_001278498.1
42225,UPB1,NC_000022.10,NM_016327,NM_016327.2
42226,GUCD1,NC_000022.10,NM_001284253,NM_001284253.1
42227,GUCD1,NC_000022.10,NM_001284252,NM_001284252.1
42228,GUCD1,NC_000022.10,NM_001284251,NM_001284251.1
42229,GUCD1,NC_000022.10,NM_001284257,NM_001284257.1
42230,GUCD1,NC_000022.10,NM_001284256,NM_001284256.1
42231,GUCD1,NC_000022.10,NM_001284255,NM_001284255.1
42232,GUCD1,NC_000022.10,NM_001284254,NM_001284254.1
42233,GUCD1,NC_000022.10,NM_031444,NM_031444.3
42234,SNRPD3,NC_000022.10,NM_004175,NM_004175.4
42235,SNRPD3,NC_000022.10,NM_001278656,NM_001278656.1
42236,GGT1,NC_000022.10,NM_013430,NM_013430.2
42237,GGT1,NC_000022.10,NM_001288833,NM_001288833.1
42238,GGT1,NC_000022.10,NM_013421,NM_013421.2
42239,LRRC75B,NC_000022.10,NM_207644,NM_207644.2
42240,PIWIL3,NC_000022.10,NM_001255975,NM_001255975.1
42241,PIWIL3,NC_000022.10,NM_001008496,NM_001008496.3
42242,SGSM1,NC_000022.10,NM_001039948,NM_001039948.3
42243,SGSM1,NC_000022.10,NM_133454,NM_133454.3
42244,SGSM1,NC_000022.10,NM_001098497,NM_001098497.2
42245,SGSM1,NC_000022.10,NM_001098498,NM_001098498.2
42246,TMEM211,NC_000022.10,NM_001001663,NM_001001663.1
42247,KIAA1671,NC_000022.10,NM_001145206,NM_001145206.1
42248,CRYBB3,NC_000022.10,NM_004076,NM_004076.4
42249,CRYBB2,NC_000022.10,NM_000496,NM_000496.2
42250,LRP5L,NC_000022.10,NM_001135772,NM_001135772.1
42251,LRP5L,NC_000022.10,NM_182492,NM_182492.2
42252,GRK3,NC_000022.10,NM_005160,NM_005160.3
42253,MYO18B,NC_000022.10,NM_001318245,NM_001318245.1
42254,MYO18B,NC_000022.10,NM_032608,NM_032608.6
42255,SEZ6L,NC_000022.10,NM_021115,NM_021115.4
42256,SEZ6L,NC_000022.10,NM_001184773,NM_001184773.1
42257,SEZ6L,NC_000022.10,NM_001184774,NM_001184774.1
42258,SEZ6L,NC_000022.10,NM_001184775,NM_001184775.1
42259,SEZ6L,NC_000022.10,NM_001184777,NM_001184777.1
42260,SEZ6L,NC_000022.10,NM_001184776,NM_001184776.1
42261,ASPHD2,NC_000022.10,NM_020437,NM_020437.4
42262,HPS4,NC_000022.10,NM_022081,NM_022081.5
42263,HPS4,NC_000022.10,NM_152841,NM_152841.2
42264,SRRD,NC_000022.10,NM_001013694,NM_001013694.2
42265,TFIP11,NC_000022.10,NM_001346861,NM_001346861.1
42266,TFIP11,NC_000022.10,NM_001346862,NM_001346862.1
42267,TFIP11,NC_000022.10,NM_001346859,NM_001346859.1
42268,TFIP11,NC_000022.10,NM_012143,NM_012143.3
42269,TFIP11,NC_000022.10,NM_001346857,NM_001346857.1
42270,TFIP11,NC_000022.10,NM_001008697,NM_001008697.2
42271,TFIP11,NC_000022.10,NM_001346858,NM_001346858.1
42272,TPST2,NC_000022.10,NM_003595,NM_003595.3
42273,TPST2,NC_000022.10,NM_001008566,NM_001008566.1
42274,CRYBB1,NC_000022.10,NM_001887,NM_001887.3
42275,CRYBA4,NC_000022.10,NM_001886,NM_001886.2
42276,LOC284898,NC_000022.10,NM_001318329,NM_001318329.1
42277,LOC105372977,NC_000022.10,NM_001318392,NM_001318392.1
42278,MN1,NC_000022.10,NM_002430,NM_002430.2
42279,PITPNB,NC_000022.10,NM_001284277,NM_001284277.1
42280,PITPNB,NC_000022.10,NM_012399,NM_012399.4
42281,PITPNB,NC_000022.10,NM_001284278,NM_001284278.1
42282,TTC28,NC_000022.10,NM_001145418,NM_001145418.1
42283,CHEK2,NC_000022.10,NM_145862,NM_145862.2
42284,CHEK2,NC_000022.10,NM_007194,NM_007194.3
42285,CHEK2,NC_000022.10,NM_001257387,NM_001257387.1
42286,CHEK2,NC_000022.10,NM_001005735,NM_001005735.1
42287,HSCB,NC_000022.10,NM_001318315,NM_001318315.1
42288,HSCB,NC_000022.10,NM_172002,NM_172002.4
42289,HSCB,NC_000022.10,NM_001318314,NM_001318314.1
42290,HSCB,NC_000022.10,NM_001318316,NM_001318316.1
42291,CCDC117,NC_000022.10,NM_173510,NM_173510.3
42292,CCDC117,NC_000022.10,NM_001284264,NM_001284264.1
42293,CCDC117,NC_000022.10,NM_001284263,NM_001284263.1
42294,CCDC117,NC_000022.10,NM_001284265,NM_001284265.1
42295,XBP1,NC_000022.10,NM_001079539,NM_001079539.1
42296,XBP1,NC_000022.10,NM_005080,NM_005080.3
42297,ZNRF3,NC_000022.10,NM_001206998,NM_001206998.1
42298,ZNRF3,NC_000022.10,NM_032173,NM_032173.3
42299,C22orf31,NC_000022.10,NM_015370,NM_015370.1
42300,KREMEN1,NC_000022.10,NM_032045,NM_032045.4
42301,KREMEN1,NC_000022.10,NM_001039570,NM_001039570.2
42302,EMID1,NC_000022.10,NM_133455,NM_133455.3
42303,EMID1,NC_000022.10,NM_001267895,NM_001267895.1
42304,RHBDD3,NC_000022.10,NM_001329536,NM_001329536.1
42305,RHBDD3,NC_000022.10,NM_012265,NM_012265.2
42306,EWSR1,NC_000022.10,NM_013986,NM_013986.3
42307,EWSR1,NC_000022.10,NM_005243,NM_005243.3
42308,EWSR1,NC_000022.10,NM_001163285,NM_001163285.1
42309,EWSR1,NC_000022.10,NM_001163286,NM_001163286.1
42310,EWSR1,NC_000022.10,NM_001163287,NM_001163287.1
42311,GAS2L1,NC_000022.10,NM_152236,NM_152236.2
42312,GAS2L1,NC_000022.10,NM_006478,NM_006478.4
42313,GAS2L1,NC_000022.10,NM_001278730,NM_001278730.1
42314,RASL10A,NC_000022.10,NM_006477,NM_006477.4
42315,AP1B1,NC_000022.10,NM_001166019,NM_001166019.1
42316,AP1B1,NC_000022.10,NM_145730,NM_145730.2
42317,AP1B1,NC_000022.10,NM_001127,NM_001127.3
42318,RFPL1,NC_000022.10,NM_021026,NM_021026.2
42319,NEFH,NC_000022.10,NM_021076,NM_021076.3
42320,THOC5,NC_000022.10,NM_003678,NM_003678.4
42321,THOC5,NC_000022.10,NM_001002877,NM_001002877.1
42322,THOC5,NC_000022.10,NM_001002879,NM_001002879.1
42323,THOC5,NC_000022.10,NM_001002878,NM_001002878.1
42324,NIPSNAP1,NC_000022.10,NM_003634,NM_003634.3
42325,NIPSNAP1,NC_000022.10,NM_001202502,NM_001202502.1
42326,NF2,NC_000022.10,NM_181832,NM_181832.2
42327,NF2,NC_000022.10,NM_016418,NM_016418.5
42328,NF2,NC_000022.10,NM_000268,NM_000268.3
42329,NF2,NC_000022.10,NM_181833,NM_181833.2
42330,NF2,NC_000022.10,NM_181829,NM_181829.2
42331,NF2,NC_000022.10,NM_181828,NM_181828.2
42332,NF2,NC_000022.10,NM_181830,NM_181830.2
42333,NF2,NC_000022.10,NM_181825,NM_181825.2
42334,NF2,NC_000022.10,NM_181831,NM_181831.2
42335,CABP7,NC_000022.10,NM_182527,NM_182527.2
42336,ZMAT5,NC_000022.10,NM_001318129,NM_001318129.1
42337,ZMAT5,NC_000022.10,NM_001003692,NM_001003692.1
42338,ZMAT5,NC_000022.10,NM_019103,NM_019103.2
42339,UQCR10,NC_000022.10,NM_001003684,NM_001003684.1
42340,UQCR10,NC_000022.10,NM_013387,NM_013387.3
42341,ASCC2,NC_000022.10,NM_001242906,NM_001242906.1
42342,ASCC2,NC_000022.10,NM_032204,NM_032204.4
42343,MTMR3,NC_000022.10,NM_021090,NM_021090.3
42344,MTMR3,NC_000022.10,NM_153050,NM_153050.2
42345,MTMR3,NC_000022.10,NM_153051,NM_153051.2
42346,HORMAD2,NC_000022.10,NM_001329457,NM_001329457.1
42347,HORMAD2,NC_000022.10,NM_152510,NM_152510.3
42348,HORMAD2,NC_000022.10,NM_001329458,NM_001329458.1
42349,LIF,NC_000022.10,NM_001257135,NM_001257135.1
42350,LIF,NC_000022.10,NM_002309,NM_002309.4
42351,OSM,NC_000022.10,NM_020530,NM_020530.5
42352,OSM,NC_000022.10,NM_001319108,NM_001319108.1
42353,GATSL3,NC_000022.10,NM_001037666,NM_001037666.2
42354,TBC1D10A,NC_000022.10,NM_031937,NM_031937.2
42355,TBC1D10A,NC_000022.10,NM_001204240,NM_001204240.1
42356,SF3A1,NC_000022.10,NM_005877,NM_005877.5
42357,CCDC157,NC_000022.10,NM_001318334,NM_001318334.1
42358,CCDC157,NC_000022.10,NM_001017437,NM_001017437.3
42359,CCDC157,NC_000022.10,NM_001318335,NM_001318335.1
42360,RNF215,NC_000022.10,NM_001017981,NM_001017981.1
42361,SEC14L2,NC_000022.10,NM_012429,NM_012429.4
42362,SEC14L2,NC_000022.10,NM_001204204,NM_001204204.2
42363,SEC14L2,NC_000022.10,NM_001291932,NM_001291932.1
42364,SEC14L2,NC_000022.10,NM_033382,NM_033382.2
42365,MTFP1,NC_000022.10,NM_016498,NM_016498.4
42366,MTFP1,NC_000022.10,NM_001003704,NM_001003704.2
42367,SEC14L3,NC_000022.10,NM_174975,NM_174975.4
42368,SEC14L3,NC_000022.10,NM_001257379,NM_001257379.1
42369,SEC14L3,NC_000022.10,NM_001257378,NM_001257378.1
42370,SEC14L3,NC_000022.10,NM_001257382,NM_001257382.1
42371,SEC14L4,NC_000022.10,NM_001161368,NM_001161368.1
42372,SEC14L4,NC_000022.10,NM_174977,NM_174977.3
42373,SEC14L6,NC_000022.10,NM_001193336,NM_001193336.2
42374,GAL3ST1,NC_000022.10,NM_001318103,NM_001318103.1
42375,GAL3ST1,NC_000022.10,NM_001318104,NM_001318104.1
42376,GAL3ST1,NC_000022.10,NM_001318109,NM_001318109.1
42377,GAL3ST1,NC_000022.10,NM_001318105,NM_001318105.1
42378,GAL3ST1,NC_000022.10,NM_001318108,NM_001318108.1
42379,GAL3ST1,NC_000022.10,NM_001318107,NM_001318107.1
42380,GAL3ST1,NC_000022.10,NM_001318106,NM_001318106.1
42381,GAL3ST1,NC_000022.10,NM_001318111,NM_001318111.1
42382,GAL3ST1,NC_000022.10,NM_001318110,NM_001318110.1
42383,GAL3ST1,NC_000022.10,NM_004861,NM_004861.2
42384,GAL3ST1,NC_000022.10,NM_001318112,NM_001318112.1
42385,GAL3ST1,NC_000022.10,NM_001318114,NM_001318114.1
42386,GAL3ST1,NC_000022.10,NM_001318113,NM_001318113.1
42387,GAL3ST1,NC_000022.10,NM_001318115,NM_001318115.1
42388,GAL3ST1,NC_000022.10,NM_001318116,NM_001318116.1
42389,PES1,NC_000022.10,NM_001282327,NM_001282327.1
42390,PES1,NC_000022.10,NM_001282328,NM_001282328.1
42391,PES1,NC_000022.10,NM_001243225,NM_001243225.1
42392,PES1,NC_000022.10,NM_014303,NM_014303.3
42393,TCN2,NC_000022.10,NM_000355,NM_000355.3
42394,TCN2,NC_000022.10,NM_001184726,NM_001184726.1
42395,SLC35E4,NC_000022.10,NM_001318371,NM_001318371.1
42396,SLC35E4,NC_000022.10,NM_001318370,NM_001318370.1
42397,SLC35E4,NC_000022.10,NM_001001479,NM_001001479.3
42398,DUSP18,NC_000022.10,NM_001304795,NM_001304795.1
42399,DUSP18,NC_000022.10,NM_001304796,NM_001304796.1
42400,DUSP18,NC_000022.10,NM_152511,NM_152511.4
42401,DUSP18,NC_000022.10,NM_001304794,NM_001304794.1
42402,OSBP2,NC_000022.10,NM_001282738,NM_001282738.1
42403,OSBP2,NC_000022.10,NM_030758,NM_030758.3
42404,OSBP2,NC_000022.10,NM_001282739,NM_001282739.1
42405,OSBP2,NC_000022.10,NM_001282740,NM_001282740.1
42406,OSBP2,NC_000022.10,NM_001282741,NM_001282741.1
42407,OSBP2,NC_000022.10,NM_001282742,NM_001282742.1
42408,MORC2,NC_000022.10,NM_001303257,NM_001303257.2
42409,MORC2,NC_000022.10,NM_001303256,NM_001303256.2
42410,MORC2,NC_000022.10,NM_014941,NM_014941.3
42411,SMTN,NC_000022.10,NM_134269,NM_134269.2
42412,SMTN,NC_000022.10,NM_134270,NM_134270.2
42413,SMTN,NC_000022.10,NM_006932,NM_006932.4
42414,SMTN,NC_000022.10,NM_001207017,NM_001207017.1
42415,SMTN,NC_000022.10,NM_001207018,NM_001207018.1
42416,SELENOM,NC_000022.10,NM_080430,NM_080430.3
42417,INPP5J,NC_000022.10,NM_001284286,NM_001284286.1
42418,INPP5J,NC_000022.10,NM_001284289,NM_001284289.1
42419,INPP5J,NC_000022.10,NM_001284285,NM_001284285.1
42420,INPP5J,NC_000022.10,NM_001284288,NM_001284288.1
42421,INPP5J,NC_000022.10,NM_001002837,NM_001002837.2
42422,INPP5J,NC_000022.10,NM_001284287,NM_001284287.1
42423,PLA2G3,NC_000022.10,NM_015715,NM_015715.4
42424,RNF185,NC_000022.10,NM_152267,NM_152267.3
42425,RNF185,NC_000022.10,NM_001135825,NM_001135825.1
42426,LIMK2,NC_000022.10,NM_005569,NM_005569.3
42427,LIMK2,NC_000022.10,NM_016733,NM_016733.2
42428,LIMK2,NC_000022.10,NM_001031801,NM_001031801.1
42429,PIK3IP1,NC_000022.10,NM_001135911,NM_001135911.1
42430,PIK3IP1,NC_000022.10,NM_052880,NM_052880.4
42431,PATZ1,NC_000022.10,NM_032050,NM_032050.1
42432,PATZ1,NC_000022.10,NM_032052,NM_032052.1
42433,PATZ1,NC_000022.10,NM_014323,NM_014323.2
42434,PATZ1,NC_000022.10,NM_032051,NM_032051.1
42435,DRG1,NC_000022.10,NM_004147,NM_004147.3
42436,EIF4ENIF1,NC_000022.10,NM_001164502,NM_001164502.1
42437,EIF4ENIF1,NC_000022.10,NM_019843,NM_019843.3
42438,EIF4ENIF1,NC_000022.10,NM_001164501,NM_001164501.1
42439,SFI1,NC_000022.10,NM_001007467,NM_001007467.2
42440,SFI1,NC_000022.10,NM_014775,NM_014775.3
42441,SFI1,NC_000022.10,NM_001258325,NM_001258325.1
42442,SFI1,NC_000022.10,NM_001258327,NM_001258327.1
42443,SFI1,NC_000022.10,NM_001258326,NM_001258326.1
42444,PISD,NC_000022.10,NM_001326420,NM_001326420.1
42445,PISD,NC_000022.10,NM_001326418,NM_001326418.1
42446,PISD,NC_000022.10,NM_001326413,NM_001326413.1
42447,PISD,NC_000022.10,NM_001326415,NM_001326415.1
42448,PISD,NC_000022.10,NM_001326412,NM_001326412.1
42449,PISD,NC_000022.10,NM_001326421,NM_001326421.1
42450,PISD,NC_000022.10,NM_001326411,NM_001326411.1
42451,PISD,NC_000022.10,NM_001326414,NM_001326414.1
42452,PISD,NC_000022.10,NM_001326419,NM_001326419.1
42453,PISD,NC_000022.10,NM_001326417,NM_001326417.1
42454,PISD,NC_000022.10,NM_001326416,NM_001326416.1
42455,PISD,NC_000022.10,NM_178022,NM_178022.1
42456,PISD,NC_000022.10,NM_014338,NM_014338.3
42457,PRR14L,NC_000022.10,NM_173566,NM_173566.2
42458,DEPDC5,NC_000022.10,NM_001242897,NM_001242897.1
42459,DEPDC5,NC_000022.10,NM_001242896,NM_001242896.1
42460,DEPDC5,NC_000022.10,NM_001007188,NM_001007188.2
42461,DEPDC5,NC_000022.10,NM_001136029,NM_001136029.2
42462,DEPDC5,NC_000022.10,NM_014662,NM_014662.4
42463,C22orf24,NC_000022.10,NM_015372,NM_015372.2
42464,C22orf24,NC_000022.10,NM_001302820,NM_001302820.1
42465,C22orf24,NC_000022.10,NM_001302819,NM_001302819.1
42466,YWHAH,NC_000022.10,NM_003405,NM_003405.3
42467,SLC5A1,NC_000022.10,NM_000343,NM_000343.3
42468,SLC5A1,NC_000022.10,NM_001256314,NM_001256314.1
42469,C22orf42,NC_000022.10,NM_001010859,NM_001010859.1
42470,RFPL2,NC_000022.10,NM_001159545,NM_001159545.1
42471,RFPL2,NC_000022.10,NM_001098527,NM_001098527.2
42472,RFPL2,NC_000022.10,NM_001159546,NM_001159546.1
42473,RFPL2,NC_000022.10,NM_006605,NM_006605.3
42474,SLC5A4,NC_000022.10,NM_014227,NM_014227.2
42475,RFPL3,NC_000022.10,NM_006604,NM_006604.2
42476,RFPL3,NC_000022.10,NM_001098535,NM_001098535.1
42477,RTCB,NC_000022.10,NM_014306,NM_014306.4
42478,BPIFC,NC_000022.10,NM_174932,NM_174932.2
42479,FBXO7,NC_000022.10,NM_012179,NM_012179.3
42480,FBXO7,NC_000022.10,NM_001257990,NM_001257990.1
42481,FBXO7,NC_000022.10,NM_001033024,NM_001033024.1
42482,SYN3,NC_000022.10,NM_001135774,NM_001135774.1
42483,SYN3,NC_000022.10,NM_133633,NM_133633.2
42484,SYN3,NC_000022.10,NM_003490,NM_003490.3
42485,TIMP3,NC_000022.10,NM_000362,NM_000362.4
42486,LARGE1,NC_000022.10,NM_004737,NM_004737.5
42487,LARGE1,NC_000022.10,NM_133642,NM_133642.3
42488,ISX,NC_000022.10,NM_001303508,NM_001303508.1
42489,HMGXB4,NC_000022.10,NM_001003681,NM_001003681.2
42490,TOM1,NC_000022.10,NM_001135729,NM_001135729.1
42491,TOM1,NC_000022.10,NM_001135732,NM_001135732.1
42492,TOM1,NC_000022.10,NM_005488,NM_005488.2
42493,TOM1,NC_000022.10,NM_001135730,NM_001135730.1
42494,HMOX1,NC_000022.10,NM_002133,NM_002133.2
42495,MCM5,NC_000022.10,NM_006739,NM_006739.3
42496,RASD2,NC_000022.10,NM_014310,NM_014310.3
42497,MB,NC_000022.10,NM_203377,NM_203377.1
42498,MB,NC_000022.10,NM_203378,NM_203378.1
42499,MB,NC_000022.10,NM_005368,NM_005368.2
42500,APOL6,NC_000022.10,NM_030641,NM_030641.3
42501,APOL5,NC_000022.10,NM_030642,NM_030642.1
42502,RBFOX2,NC_000022.10,NM_001082579,NM_001082579.1
42503,RBFOX2,NC_000022.10,NM_001082578,NM_001082578.1
42504,RBFOX2,NC_000022.10,NM_001082576,NM_001082576.1
42505,RBFOX2,NC_000022.10,NM_001082577,NM_001082577.1
42506,RBFOX2,NC_000022.10,NM_001031695,NM_001031695.2
42507,RBFOX2,NC_000022.10,NM_014309,NM_014309.2
42508,APOL3,NC_000022.10,NM_145642,NM_145642.2
42509,APOL3,NC_000022.10,NM_145641,NM_145641.2
42510,APOL3,NC_000022.10,NM_145640,NM_145640.2
42511,APOL3,NC_000022.10,NM_145639,NM_145639.1
42512,APOL3,NC_000022.10,NM_030644,NM_030644.1
42513,APOL3,NC_000022.10,NM_014349,NM_014349.2
42514,APOL4,NC_000022.10,NM_145660,NM_145660.2
42515,APOL4,NC_000022.10,NM_030643,NM_030643.4
42516,APOL2,NC_000022.10,NM_145637,NM_145637.2
42517,APOL2,NC_000022.10,NM_030882,NM_030882.3
42518,APOL1,NC_000022.10,NM_145343,NM_145343.2
42519,APOL1,NC_000022.10,NM_001136540,NM_001136540.1
42520,APOL1,NC_000022.10,NM_003661,NM_003661.3
42521,APOL1,NC_000022.10,NM_001136541,NM_001136541.1
42522,MYH9,NC_000022.10,NM_002473,NM_002473.5
42523,TXN2,NC_000022.10,NM_012473,NM_012473.3
42524,FOXRED2,NC_000022.10,NM_001102371,NM_001102371.1
42525,FOXRED2,NC_000022.10,NM_024955,NM_024955.5
42526,EIF3D,NC_000022.10,NM_003753,NM_003753.3
42527,CACNG2,NC_000022.10,NM_006078,NM_006078.3
42528,IFT27,NC_000022.10,NM_006860,NM_006860.4
42529,IFT27,NC_000022.10,NM_001177701,NM_001177701.2
42530,PVALB,NC_000022.10,NM_002854,NM_002854.2
42531,PVALB,NC_000022.10,NM_001315532,NM_001315532.1
42532,NCF4,NC_000022.10,NM_013416,NM_013416.3
42533,NCF4,NC_000022.10,NM_000631,NM_000631.4
42534,CSF2RB,NC_000022.10,NM_000395,NM_000395.2
42535,TEX33,NC_000022.10,NM_178552,NM_178552.3
42536,TEX33,NC_000022.10,NM_001163857,NM_001163857.1
42537,TST,NC_000022.10,NM_001270483,NM_001270483.1
42538,TST,NC_000022.10,NM_003312,NM_003312.5
42539,MPST,NC_000022.10,NM_001130517,NM_001130517.2
42540,MPST,NC_000022.10,NM_001013436,NM_001013436.2
42541,MPST,NC_000022.10,NM_021126,NM_021126.5
42542,KCTD17,NC_000022.10,NM_001282684,NM_001282684.1
42543,KCTD17,NC_000022.10,NM_024681,NM_024681.3
42544,KCTD17,NC_000022.10,NM_001282685,NM_001282685.1
42545,KCTD17,NC_000022.10,NM_001282686,NM_001282686.1
42546,TMPRSS6,NC_000022.10,NM_001289000,NM_001289000.1
42547,TMPRSS6,NC_000022.10,NM_001289001,NM_001289001.1
42548,TMPRSS6,NC_000022.10,NM_153609,NM_153609.3
42549,IL2RB,NC_000022.10,NM_001346222,NM_001346222.1
